hshd_num,l,age_range,marital,income_range,homeowner,hshd_composition,hh_size,children
2092,Y,35-44,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
2093,Y,35-44,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
2373,Y,35-44,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
2389,Y,35-44,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
2480,Y,35-44,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
2658,Y,35-44,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
2971,N,35-44,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4191,Y,35-44,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4238,Y,35-44,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4313,Y,35-44,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4846,Y,35-44,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
0074,Y,35-44,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
1640,N,35-44,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
1645,Y,35-44,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
2287,N,35-44,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
2908,Y,35-44,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
3040,Y,35-44,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
4197,Y,35-44,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
0232,Y,35-44,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
0447,Y,35-44,Single,100-150K,Renter,Single Female,1,NOT AVAILABLE
1131,Y,35-44,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
1465,Y,35-44,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
2204,Y,35-44,Single,100-150K,Renter,Single Female,1,NOT AVAILABLE
2329,Y,35-44,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
4880,Y,35-44,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
4881,Y,35-44,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
0142,Y,35-44,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
0855,Y,35-44,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
1013,Y,35-44,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
1148,Y,35-44,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
1765,Y,35-44,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
1773,N,35-44,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
2692,Y,35-44,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
1101,Y,45-54,Single,150K+,Homeowner,Single Female,1,NOT AVAILABLE
1501,N,45-54,Single,150K+,Unknown,Single Female,1,NOT AVAILABLE
3152,Y,45-54,Single,150K+,Unknown,Single Female,1,NOT AVAILABLE
3713,Y,45-54,Single,150K+,Unknown,Single Female,1,NOT AVAILABLE
0088,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
0437,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
0701,N,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
0873,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1062,N,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1091,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1243,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1397,N,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1570,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
2323,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
2445,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
2448,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
2594,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
2693,N,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
2844,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3283,Y,45-54,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
3305,N,45-54,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
3390,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3480,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3528,N,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3796,N,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3856,Y,45-54,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
4000,Y,45-54,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
4367,N,45-54,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
0049,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
0652,N,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
0846,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1246,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1478,N,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1511,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1525,Y,45-54,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
1586,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1644,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1728,Y,45-54,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
1854,Y,45-54,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
1952,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
2076,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
2088,Y,45-54,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
2606,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
2772,N,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
2922,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
3071,Y,45-54,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
3492,N,45-54,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
4356,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4437,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4552,Y,45-54,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
4585,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4591,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4668,N,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4702,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4955,Y,45-54,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
0051,Y,45-54,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
0653,Y,45-54,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
1014,Y,45-54,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
1915,Y,45-54,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
2110,Y,45-54,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
2956,Y,45-54,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
4026,Y,45-54,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
4301,Y,45-54,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
4641,Y,45-54,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
4678,Y,45-54,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
4936,Y,45-54,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
1056,Y,45-54,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
1559,Y,45-54,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
2004,Y,45-54,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
2188,N,45-54,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
2558,Y,45-54,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
2608,Y,45-54,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
2999,N,45-54,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
3203,Y,45-54,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
3443,Y,45-54,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
3468,N,45-54,Single,100-150K,Renter,Single Female,1,NOT AVAILABLE
3883,Y,45-54,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
4317,Y,45-54,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
4331,Y,45-54,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
0172,Y,45-54,Single,UNDER 35K,Unknown,Single Female,1,NOT AVAILABLE
1385,Y,45-54,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
2376,Y,45-54,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
2879,Y,45-54,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
3151,Y,45-54,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
4675,Y,45-54,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0272,Y,55-64,Single,150K+,Homeowner,Single Female,1,NOT AVAILABLE
1142,Y,55-64,Single,150K+,Renter,Single Female,1,NOT AVAILABLE
2607,Y,55-64,Single,150K+,Homeowner,Single Female,1,NOT AVAILABLE
3083,Y,55-64,Single,150K+,Homeowner,Single Female,1,NOT AVAILABLE
3655,Y,55-64,Single,150K+,Homeowner,Single Female,1,NOT AVAILABLE
0029,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
0106,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
0231,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
0384,Y,55-64,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
0589,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
0899,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1083,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1105,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1231,N,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1495,Y,55-64,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
1710,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1751,Y,55-64,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
2164,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
2167,Y,55-64,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
2828,Y,55-64,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
3003,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3294,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3373,Y,55-64,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
3579,Y,55-64,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
3800,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3822,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
4011,Y,55-64,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
4029,N,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
4253,Y,55-64,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
4319,Y,55-64,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
4518,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
4616,Y,55-64,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
0301,Y,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
0346,Y,55-64,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
0365,Y,55-64,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
0485,Y,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
0550,Y,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1036,Y,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1229,Y,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1280,Y,55-64,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
2281,Y,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
2649,Y,55-64,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
2980,Y,55-64,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
2984,Y,55-64,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
3577,Y,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
3635,Y,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
3758,N,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
3982,Y,55-64,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4117,N,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4311,N,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4500,Y,55-64,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4642,N,55-64,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4651,Y,55-64,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
0694,Y,55-64,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
0710,Y,55-64,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
0714,Y,55-64,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
0902,N,55-64,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
0963,Y,55-64,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
0996,Y,55-64,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
1057,Y,55-64,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
1473,Y,55-64,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
2528,N,55-64,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
3118,Y,55-64,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
3385,N,55-64,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
3411,Y,55-64,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
4119,N,55-64,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
0039,Y,55-64,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
0877,Y,55-64,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
0972,Y,55-64,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
1967,Y,55-64,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
3097,Y,55-64,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
3352,Y,55-64,Single,100-150K,Renter,Single Female,1,NOT AVAILABLE
4827,N,55-64,Single,100-150K,Renter,Single Female,1,NOT AVAILABLE
0100,Y,55-64,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0557,Y,55-64,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
1338,Y,55-64,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
1627,Y,55-64,Single,UNDER 35K,Unknown,Single Female,1,NOT AVAILABLE
2563,Y,55-64,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
2664,Y,55-64,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
4654,N,55-64,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
3741,Y,65-74,Single,150K+,Renter,Single Female,1,NOT AVAILABLE
4483,Y,65-74,Single,150K+,Homeowner,Single Female,1,NOT AVAILABLE
0304,Y,65-74,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1701,Y,65-74,null,35-49K,Unknown,Single Female,1,NOT AVAILABLE
1808,Y,65-74,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3033,Y,65-74,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3643,Y,65-74,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
4886,Y,65-74,null,35-49K,Unknown,Single Female,1,NOT AVAILABLE
1126,Y,65-74,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
1870,N,65-74,null,50-74K,Unknown,Single Female,1,NOT AVAILABLE
2706,Y,65-74,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
3730,Y,65-74,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
4775,N,65-74,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
1097,Y,65-74,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
1135,Y,65-74,Single,75-99K,Homeowner,Single Female,1,NOT AVAILABLE
3078,Y,65-74,Single,100-150K,Homeowner,Single Female,1,NOT AVAILABLE
0027,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0324,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0462,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0486,Y,65-74,null,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
0732,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0766,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0815,N,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0888,Y,65-74,null,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0911,Y,65-74,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
0924,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
0985,Y,65-74,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
1088,Y,65-74,null,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
1857,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
2048,Y,65-74,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
2069,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
2392,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
2610,Y,65-74,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
2698,Y,65-74,null,UNDER 35K,Unknown,Single Female,1,NOT AVAILABLE
3260,Y,65-74,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
3582,Y,65-74,null,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
3792,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
3955,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
4381,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
4801,Y,65-74,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
4874,Y,65-74,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
4758,Y,NOT AVAILABLE,Single,150K+,Renter,Single Female,1,NOT AVAILABLE
0568,Y,NOT AVAILABLE,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
1622,Y,NOT AVAILABLE,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
1980,N,NOT AVAILABLE,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
2049,Y,NOT AVAILABLE,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
2176,Y,NOT AVAILABLE,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
2356,Y,NOT AVAILABLE,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
2489,Y,NOT AVAILABLE,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
3165,N,NOT AVAILABLE,Single,35-49K,Homeowner,Single Female,1,NOT AVAILABLE
3556,Y,NOT AVAILABLE,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
4213,N,NOT AVAILABLE,Single,35-49K,Unknown,Single Female,1,NOT AVAILABLE
4440,Y,NOT AVAILABLE,Single,35-49K,Renter,Single Female,1,NOT AVAILABLE
0678,Y,NOT AVAILABLE,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
1496,Y,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
1541,N,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
1543,N,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
2128,N,NOT AVAILABLE,Single,50-74K,Homeowner,Single Female,1,NOT AVAILABLE
2134,Y,NOT AVAILABLE,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
2184,Y,NOT AVAILABLE,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
2278,Y,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
2846,Y,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4247,N,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4466,Y,NOT AVAILABLE,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
4469,Y,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4696,Y,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4707,Y,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4720,N,NOT AVAILABLE,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
4824,Y,NOT AVAILABLE,Single,50-74K,Renter,Single Female,1,NOT AVAILABLE
4834,Y,NOT AVAILABLE,Single,50-74K,Unknown,Single Female,1,NOT AVAILABLE
1633,Y,NOT AVAILABLE,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
2294,Y,NOT AVAILABLE,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
2512,Y,NOT AVAILABLE,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
4340,Y,NOT AVAILABLE,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
4561,Y,NOT AVAILABLE,Single,75-99K,Unknown,Single Female,1,NOT AVAILABLE
4884,Y,NOT AVAILABLE,Single,75-99K,Renter,Single Female,1,NOT AVAILABLE
3886,Y,NOT AVAILABLE,Single,100-150K,Unknown,Single Female,1,NOT AVAILABLE
0803,Y,NOT AVAILABLE,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
0862,Y,NOT AVAILABLE,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
2372,Y,NOT AVAILABLE,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
2501,Y,NOT AVAILABLE,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
2748,Y,NOT AVAILABLE,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
3473,N,NOT AVAILABLE,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
3778,Y,NOT AVAILABLE,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
4420,Y,NOT AVAILABLE,Single,UNDER 35K,Homeowner,Single Female,1,NOT AVAILABLE
4615,Y,NOT AVAILABLE,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
4903,N,NOT AVAILABLE,Single,UNDER 35K,Renter,Single Female,1,NOT AVAILABLE
1155,Y,75+,Single,35-49K,Homeowner,1 Adult and Kids,2,1
4293,N,75+,Single,50-74K,Homeowner,1 Adult and Kids,2,1
0416,Y,75+,null,UNDER 35K,Homeowner,1 Adult and Kids,2,1
0500,Y,75+,Single,UNDER 35K,Homeowner,1 Adult and Kids,2,1
1283,Y,75+,Single,UNDER 35K,Homeowner,1 Adult and Kids,2,1
3377,Y,75+,Single,UNDER 35K,Homeowner,1 Adult and Kids,2,1
3928,Y,75+,Single,UNDER 35K,Homeowner,1 Adult and Kids,2,1
4664,Y,75+,Single,UNDER 35K,Renter,1 Adult and Kids,2,1
4764,Y,75+,Single,UNDER 35K,Renter,1 Adult and Kids,2,1
1602,Y,19-24,Single,50-74K,Unknown,1 Adult and Kids,2,1
1823,N,19-24,Single,50-74K,Renter,1 Adult and Kids,2,1
0534,Y,19-24,Single,75-99K,Homeowner,1 Adult and Kids,2,1
3875,Y,19-24,Single,75-99K,Homeowner,1 Adult and Kids,2,1
4110,N,25-34,Single,150K+,Unknown,1 Adult and Kids,2,1
4227,Y,25-34,Single,150K+,Unknown,1 Adult and Kids,2,1
4333,Y,25-34,Single,150K+,Renter,1 Adult and Kids,2,1
4612,Y,25-34,Single,150K+,Unknown,1 Adult and Kids,2,1
0358,Y,25-34,Single,35-49K,Homeowner,1 Adult and Kids,2,1
0548,Y,25-34,Single,35-49K,Homeowner,1 Adult and Kids,2,1
1533,Y,25-34,Single,35-49K,Unknown,1 Adult and Kids,2,1
2678,Y,25-34,Single,35-49K,Renter,1 Adult and Kids,2,1
3354,Y,25-34,Single,35-49K,Homeowner,1 Adult and Kids,2,1
0157,Y,25-34,Single,50-74K,Renter,1 Adult and Kids,2,1
0159,Y,25-34,Single,50-74K,Homeowner,1 Adult and Kids,2,1
1529,Y,25-34,Single,50-74K,Unknown,1 Adult and Kids,2,1
1579,Y,25-34,Single,50-74K,Unknown,1 Adult and Kids,2,1
2147,N,25-34,Single,50-74K,Homeowner,1 Adult and Kids,2,1
3915,Y,25-34,Single,50-74K,Homeowner,1 Adult and Kids,2,1
1698,Y,25-34,Single,75-99K,Homeowner,1 Adult and Kids,2,1
4854,Y,25-34,Single,75-99K,Homeowner,1 Adult and Kids,2,1
0397,Y,25-34,Single,100-150K,Unknown,1 Adult and Kids,2,1
1828,N,25-34,Single,100-150K,Renter,1 Adult and Kids,2,1
1841,Y,25-34,Single,100-150K,Unknown,1 Adult and Kids,2,1
3022,Y,25-34,Single,100-150K,Homeowner,1 Adult and Kids,2,1
4315,Y,25-34,Single,100-150K,Homeowner,1 Adult and Kids,2,1
4569,Y,25-34,Single,100-150K,Homeowner,1 Adult and Kids,2,1
4752,N,25-34,Single,100-150K,Homeowner,1 Adult and Kids,2,1
0800,Y,25-34,Single,UNDER 35K,Renter,1 Adult and Kids,2,1
1684,Y,25-34,Single,UNDER 35K,Renter,1 Adult and Kids,2,1
1896,Y,25-34,Single,UNDER 35K,Homeowner,1 Adult and Kids,2,1
2005,Y,25-34,Single,UNDER 35K,Renter,1 Adult and Kids,2,1
2289,Y,25-34,Single,UNDER 35K,Renter,1 Adult and Kids,2,1
3351,Y,25-34,Single,UNDER 35K,Homeowner,1 Adult and Kids,2,1
4146,Y,25-34,Single,UNDER 35K,Unknown,1 Adult and Kids,2,1
4434,Y,25-34,Single,UNDER 35K,Renter,1 Adult and Kids,2,1
4629,Y,25-34,Single,UNDER 35K,Homeowner,1 Adult and Kids,2,1
0262,Y,35-44,Single,150K+,Homeowner,1 Adult and Kids,2,1
